,0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
130121,0,1835247827,Mon May 18 05:31:44 PDT 2009,NO_QUERY,sadcox,@sram9 Thanks....It's going to be a long road back. 
1484040,4,2067587630,Sun Jun 07 12:36:34 PDT 2009,NO_QUERY,FreezDay,@majdamagdalena yes i know some languages 
1579927,4,2190006080,Tue Jun 16 01:30:08 PDT 2009,NO_QUERY,melishaaaa,is in itallian with abii &amp; dean 
804925,4,1468586737,Tue Apr 07 02:34:23 PDT 2009,NO_QUERY,masyaa,@ddlovato hi demi  im masyaa nice to know you!
895696,4,1692751470,Sun May 03 20:41:58 PDT 2009,NO_QUERY,MISSADRIBABY,by the way this is carmen !!! 
225021,0,1977550017,Sat May 30 21:11:55 PDT 2009,NO_QUERY,MissAshleyRocks,lost my voice  drinking tea with extra honey
1350255,4,2045480546,Fri Jun 05 10:47:19 PDT 2009,NO_QUERY,susanananananaa,"Each time I learn something new about Sweden, I love it even more. "
1557277,4,2185557709,Mon Jun 15 17:33:39 PDT 2009,NO_QUERY,Clarissy,"OMG! my fav radio station Energy 92.7 is having Launch: The Party this Saturday! all of my fav DJs are playing, anyone want go? "
444295,0,2067792690,Sun Jun 07 12:58:13 PDT 2009,NO_QUERY,just4van,http://bit.ly/GzCLD   Must Watch..Poor situation of the Tamils 
1065611,4,1964970348,Fri May 29 15:06:43 PDT 2009,NO_QUERY,metaglyph,@socilover  what's doing.. long time till you go to work still.........
510782,0,2189739475,Tue Jun 16 00:47:03 PDT 2009,NO_QUERY,bradleysayers,feel like a party but...not gonna happen  
517924,0,2191415238,Tue Jun 16 05:13:38 PDT 2009,NO_QUERY,ktmixon315,"@dottibailey Well, you stay with that trainer, girl!  I wish I had "
84150,0,1753524758,Sun May 10 02:04:34 PDT 2009,NO_QUERY,Charlottiehole,can't eat for at least an hour now  i want my duck for breakfast!
575490,0,2211067895,Wed Jun 17 12:23:27 PDT 2009,NO_QUERY,christianhealth,"For best anti-cancer boost, cook carrots whole! Cutting them up allows more nutritents to leach out "
1076627,4,1967473088,Fri May 29 19:38:42 PDT 2009,NO_QUERY,Kerrina,watched Up today. it was awesome! 
591690,0,2217733257,Wed Jun 17 21:18:01 PDT 2009,NO_QUERY,brendapann,"saw the most beautiful shoes ever at the wrentham outlets, but didn't buy.  -regrets-"
1402617,4,2054737151,Sat Jun 06 07:59:16 PDT 2009,NO_QUERY,arlene526,"@Traphik this: http://bit.ly/8DhRM , is HILARIOUS! thanks for making my day "
1345573,4,2044046708,Fri Jun 05 08:47:30 PDT 2009,NO_QUERY,danwtmoon,@philaskew rocks doesn't it? i'm pretty much on @evernote 24x7x365 follow them too for ron's tips every few days 
533134,0,2197024924,Tue Jun 16 13:14:31 PDT 2009,NO_QUERY,kobayashisama,The &quot;tour&quot; ended a lot sooner than I thougt o.o;; Going to attempt to upgrade my UTEID...hope it doesnt take too long 
884601,4,1686335014,Sun May 03 04:58:01 PDT 2009,NO_QUERY,Beth_Bolt,"going to see Wolverine tonight, really hope its worth it "
724666,0,2262126285,Sat Jun 20 21:56:06 PDT 2009,NO_QUERY,_race_car_,@stevenreilly7 what about me? 
599334,0,2220648175,Thu Jun 18 03:37:25 PDT 2009,NO_QUERY,xanee,We're going to different schools next year. I'm gonna miss everyone so much! 
1281080,4,2001702117,Tue Jun 02 01:46:40 PDT 2009,NO_QUERY,melissadonovan,@iainbroome Oh yes! That would be awesome  I love that site by the way. I've already looked at all of them and will be back again &amp; again.
730095,0,2263475993,Sun Jun 21 00:55:08 PDT 2009,NO_QUERY,ohheytaylor,"I'm terrible at this game. I lost all my oxen,my wagon,and 2 of my kids drowned trying to cross the Kansas River. "
1180105,4,1981854138,Sun May 31 10:01:38 PDT 2009,NO_QUERY,LukeAlbert,"@RJToronto Aha, I mostly wanted someone for the ride there, but thanks for the offer. "
1375207,4,2051546454,Fri Jun 05 22:16:26 PDT 2009,NO_QUERY,winniedepoohi,@foliovision hey am loyal to wordpress 
410273,0,2059838113,Sat Jun 06 17:44:17 PDT 2009,NO_QUERY,chanc,Definitely having the Nvidia problem with my Macbook Pro.  Just made appt with the Genius Bar.
727002,0,2262716924,Sat Jun 20 23:05:03 PDT 2009,NO_QUERY,MaybeKaite27,@CuddleMonster4 I work until 9:30ish on Wednesday. 
999484,4,1836480578,Mon May 18 08:04:25 PDT 2009,NO_QUERY,smyle4_me,@helloleticia CONGRATULATIONS!! We are so excited for you! 
1386471,4,2052840853,Sat Jun 06 02:13:51 PDT 2009,NO_QUERY,KeKayBeautyIsMe,@iceman721 Thanks! HOpefully I will. 
1170733,4,1980410180,Sun May 31 06:39:47 PDT 2009,NO_QUERY,odayski,"*big sighs* done with waiting, it's 8.43pm and I'm driving my butt butt back home  slow jams music s'il vous plaaiiit!"
391212,0,2054858247,Sat Jun 06 08:13:25 PDT 2009,NO_QUERY,misswhatevz,Just watched slumdog millionaire - it's a great film! Horrible to see how some people live  x
984508,4,1834391435,Mon May 18 02:45:19 PDT 2009,NO_QUERY,xoxmillyxox,"@torilovesbradie eek, lol sounds fun though  x"
1559633,4,2186127431,Mon Jun 15 18:23:45 PDT 2009,NO_QUERY,LyniseDoc,I tweeted about @Slurpee &amp; now @Slurpee is following me on Twitter!!!!!!!!!!! A little too excited but I don't care. 
228300,0,1978236734,Sat May 30 22:47:34 PDT 2009,NO_QUERY,pinkyshabrina,The singer at the restaurant singing &quot;untitled&quot;. Please stop 
1334490,4,2016723402,Wed Jun 03 07:15:21 PDT 2009,NO_QUERY,SimoneWright,Breakfast Flow..but its really lookin like Breakfast/lunch Flow! Lol  Can u say Simone is Greedy!! 
1452220,4,2063117467,Sun Jun 07 01:26:01 PDT 2009,NO_QUERY,bn1511,@CindiCupcaking oh cool - glad you're dropping him off   I'd join but I have to go on that hike tomorrow so I'm turning in soon 
992011,4,1835193513,Mon May 18 05:23:23 PDT 2009,NO_QUERY,Agnie91,"Hah! No teacher the 3 hours that were left, so we went home "
1253364,4,1996879672,Mon Jun 01 15:51:26 PDT 2009,NO_QUERY,brittdeezy,@bryse91 wakey wakey 
981863,4,1834150648,Mon May 18 01:49:27 PDT 2009,NO_QUERY,petercarbonaro,pacha was great.... and no it s not the club 
1470959,4,2065132246,Sun Jun 07 07:57:54 PDT 2009,NO_QUERY,rosacutri23,So the pool was a little cold... Hahaha relaxing in the sun 
1059887,4,1963328755,Fri May 29 12:33:29 PDT 2009,NO_QUERY,sueyoungmedia,Be congruent. Walk the walk and talk the talk. And don't be a &quot;Crap Magnet&quot;  
786715,0,2324720506,Thu Jun 25 03:52:53 PDT 2009,NO_QUERY,dorasalemi,Documents ready.... next step is to find a house!!!!  I don't like how this makes me feel... homeless
801980,4,1468162963,Tue Apr 07 00:03:32 PDT 2009,NO_QUERY,AmandaSzymanski,I hate deadlines. So why am I majoring in broadcast to be an anchorwoman who will have multiple daily deadlines? I HAVE NO IDEA! 
622513,0,2229224011,Thu Jun 18 15:26:42 PDT 2009,NO_QUERY,Gh0stwritr4hir3,"Damn i heard folks is standin in line already. but uck that. I stood in line 2 yrs in a row for the iPhone. Not this yr, in the rain. "
612254,0,2224887685,Thu Jun 18 10:03:15 PDT 2009,NO_QUERY,4evaurgirl,"@tennisqueen13 no, it didn't!!! I think it said it could take up to 8 months when I signed up though! "
25402,0,1558336712,Sun Apr 19 08:03:23 PDT 2009,NO_QUERY,The_Book_Thief,He's stu k in traffic every othe time this happens I don't get to see him 
580895,0,2214106487,Wed Jun 17 16:16:32 PDT 2009,NO_QUERY,blondekristent,@jonasbrothers how about you guys do a surpirse thing in san antonio? We're tooo jonas deprived  i love you guys!
922287,4,1754379046,Sun May 10 06:03:49 PDT 2009,NO_QUERY,JacFantastica,"Happy Mothers Day!!  Breakfast, then church..."
1106445,4,1971426396,Sat May 30 07:05:02 PDT 2009,NO_QUERY,kairry,"Shit. I need to get on some new meds. These aren't doing anything for the fucking pain anymore. Or, I just need a new spine.  "
1225146,4,1990644200,Mon Jun 01 05:24:09 PDT 2009,NO_QUERY,merideth_elise,@iFeelLessAlone girl i know i woke up at 7:00 because i have to work i know how you feel. 
750407,0,2285595145,Mon Jun 22 15:19:48 PDT 2009,NO_QUERY,the_moogs,@PerezHilton i hope you feel better  don't listen to the fools who say you deserved it. No one has the right to hurt another person. xoxo
366529,0,2048883882,Fri Jun 05 15:56:08 PDT 2009,NO_QUERY,webwoke,"auchh, drop by 1  (17)rumahabi.com"
331272,0,2012625408,Tue Jun 02 20:59:42 PDT 2009,NO_QUERY,mandaforserious,loves this conan. i wish i could walk tho 
1100840,4,1970699909,Sat May 30 04:53:48 PDT 2009,NO_QUERY,livvi91,my Blackberry came in the mail today 
1050554,4,1960760760,Fri May 29 08:27:51 PDT 2009,NO_QUERY,jmcmican,@jstulce did you bring your bike? 
653253,0,2238744569,Fri Jun 19 07:41:06 PDT 2009,NO_QUERY,SamChaparro,DIDN'T hang out with Kaylee yesterday 
822665,4,1555759431,Sat Apr 18 20:36:48 PDT 2009,NO_QUERY,MelOhSoRetro,@JAYCALA now you have ME following YOU!! 
221041,0,1976752969,Sat May 30 18:58:03 PDT 2009,NO_QUERY,mayelin23,"im sleepy , =/ .. i guess is cuz i just slept for 4 hours "
1366367,4,2050153813,Fri Jun 05 18:09:47 PDT 2009,NO_QUERY,christa622,@thesoulfest got a plug on the @jarsofclay Limited Edition DVD! Jars wrote Forgive Me while @thesoulfest last summer!  Thanks for the plug
722308,0,2261447453,Sat Jun 20 20:48:21 PDT 2009,NO_QUERY,y0manchinggg,@gummyx haha ai.. back home..cant see her for 2 weeks  so sad
1061275,4,1963691946,Fri May 29 13:06:15 PDT 2009,NO_QUERY,Idoula,Trying to figure out this twitter thing 
1437582,4,2061198558,Sat Jun 06 20:22:42 PDT 2009,NO_QUERY,BravesLove,@amandahasbeen Here's a little video - no zoom! I sure wish I was sitting here tonight.   http://tinypic.com/r/98x660/5
758622,0,2295809681,Tue Jun 23 08:24:15 PDT 2009,NO_QUERY,jobiegirl6,"Worked on 2 divorces today, neither for Jon and Kate. "
1324558,4,2015020522,Wed Jun 03 03:27:10 PDT 2009,NO_QUERY,Deb_Pt,"Dishwalla &quot;Opaline&quot;  not knowed in Portugal, I just listened to their music in The Charmed Ones series lol"
545999,0,2201618065,Tue Jun 16 20:31:48 PDT 2009,NO_QUERY,M_speer,@BrittanyBayBeh I didn't   Well I did but I'm pretty sure it was on my other iPhone.
42015,0,1675896901,Fri May 01 20:35:26 PDT 2009,NO_QUERY,PhaTrak,"i'm out, no studio 2night  gotta get up earlier w/ the wife &amp; kid 2go shop'n for birfday and baby shower presents. then work. leave one."
311266,0,2001267905,Tue Jun 02 00:20:27 PDT 2009,NO_QUERY,blindingnoise,counting down the days till london - lucky it isnt with Air France...what a tragedy 
460014,0,2072317956,Sun Jun 07 20:47:49 PDT 2009,NO_QUERY,Catasha_InRlLif,Bout to cook some broiled chicken. Wanting to talk to my babe...i havent got to talk to him allday. Im sad 
736619,0,2265050747,Sun Jun 21 05:39:40 PDT 2009,NO_QUERY,lrnn,uploaded and tagged 113 photos. some of them are crappy quality 
1129971,4,1975615982,Sat May 30 15:32:04 PDT 2009,NO_QUERY,Boddingtons,@MyInnerCougar hey there! How are ya?? 
1027039,4,1932381183,Tue May 26 21:21:14 PDT 2009,NO_QUERY,KarimeOchoa,@BgirlShorty I should have got the 3lb bag of skittles... my bad I'll see if I can get some in to this Friday's perfomance 
746368,0,2282987661,Mon Jun 22 12:03:40 PDT 2009,NO_QUERY,fashnablylate,http://twitpic.com/84d8x - N this y I'm proud of the othr 2 lol 
582861,0,2214754275,Wed Jun 17 17:11:11 PDT 2009,NO_QUERY,ChelseaHeptig,"No surfing today, tides too high and way too sloppy "
380627,0,2052605850,Sat Jun 06 01:19:23 PDT 2009,NO_QUERY,ccake,oh no OH NO! its the sad episode of futurama.  I forsee an evening of tears
560591,0,2205223183,Wed Jun 17 04:15:18 PDT 2009,NO_QUERY,latuacantante03,@gabhustler Do I wana see All Time Low? Hell Yeah! Call me with the details... wish I was going to Demi's concert next Tuesday 
1264207,4,1999196946,Mon Jun 01 19:48:26 PDT 2009,NO_QUERY,SuFiSammy,@Eri8321317 thanks  lol I just gotta pass my permit test and I'll be good! Boy I love the Ninja turtles lol
1468395,4,2064741796,Sun Jun 07 07:03:32 PDT 2009,NO_QUERY,chris_topher,@forever_absent you don't need it 
69803,0,1693429459,Sun May 03 22:31:20 PDT 2009,NO_QUERY,Luv_ChelseaFC,@wilmir i know eh @homersimpson  hes my hero only if he was real  lol
381957,0,2052889793,Sat Jun 06 02:25:36 PDT 2009,NO_QUERY,kandiebar,"@nijuul and yes, the net has always been slow HEREEEEEEEE "
978272,4,1833820169,Mon May 18 00:34:25 PDT 2009,NO_QUERY,JujuDeRoussie,@dorothy1985 *hugs glad to hear that.  Hope you're lil' doll is ok ... :s
433946,0,2065076498,Sun Jun 07 07:50:29 PDT 2009,NO_QUERY,jannainocentes,I need a new phone :| papa mama please get me a new phone 
1577304,4,2189659358,Tue Jun 16 00:34:28 PDT 2009,NO_QUERY,jespinoza,"@whatvinyldummy Yes! And bring me some too! For critique, of course. "
288769,0,1994717804,Mon Jun 01 12:20:56 PDT 2009,NO_QUERY,banana_lo,damn @LovingMi. its three &quot;u's&quot; uhG.he didnt evn see what i said  lol
1077518,4,1967679574,Fri May 29 20:01:19 PDT 2009,NO_QUERY,natybordotti,@tommcfly So follow me! I tweet like crazy! 
1307354,4,2012313218,Tue Jun 02 20:25:57 PDT 2009,NO_QUERY,princessherb,@Jennisastar aww yes! it is so hot!! ahh i died when i found it  and yes i love shopping lets go!! 
27337,0,1559156793,Sun Apr 19 10:24:35 PDT 2009,NO_QUERY,simplyshannon,I just want to sit &amp; listen to it over &amp; over &amp; I can't 
1176274,4,1981233505,Sun May 31 08:43:03 PDT 2009,NO_QUERY,shelbo05,"@mileycyrus that movie is amazing  i was watching it yesterday, ha rafael is the best"
1555187,4,2185059101,Mon Jun 15 16:49:26 PDT 2009,NO_QUERY,samidiggs,@davinaxo hows the boook!? 
773818,0,2306248217,Tue Jun 23 22:01:31 PDT 2009,NO_QUERY,samsamsandiego,having a bad day!!! 
1534596,4,2178812070,Mon Jun 15 08:14:21 PDT 2009,NO_QUERY,lesset01,@kuwxlady125 I just met a meteorologist for the NWS and totally thought of you! 
1451736,4,2063071315,Sun Jun 07 01:15:59 PDT 2009,NO_QUERY,sheianne,hmm.. just chatting.. cousin kinah..lol  enx for helping 'em
694598,0,2253035379,Sat Jun 20 07:27:56 PDT 2009,NO_QUERY,mayhemSLR,@standardatl: why u gotta do it when I'm out of town 
1267518,4,1999857570,Mon Jun 01 20:57:09 PDT 2009,NO_QUERY,DOQmotorsports,@MrsOfficerTia i def. got lost in those pics for a min.  @kimmikennedy
177291,0,1965580754,Fri May 29 16:10:22 PDT 2009,NO_QUERY,yogeorge,@morganeleanor ew I know EXACTLY what you're talking about 
270525,0,1989848622,Mon Jun 01 03:01:24 PDT 2009,NO_QUERY,alisterrobbie,"@SheldonGillett apparently quality, as I am in the process of finding out.   there seems to be cheap, and too cheap. i chose too cheap."
1540596,4,2180500507,Mon Jun 15 10:33:20 PDT 2009,NO_QUERY,beeonkahx3,@le_mona yeah im gonna have to make mine private then  thats good. ive been good too just been job hunting
1241710,4,1994057909,Mon Jun 01 11:20:48 PDT 2009,NO_QUERY,harveyappleton,chillaxing in the sun 
666376,0,2245261639,Fri Jun 19 15:53:06 PDT 2009,NO_QUERY,haaaaayxtaytay,@jessemccartney i miss you. 
391787,0,2054993781,Sat Jun 06 08:29:36 PDT 2009,NO_QUERY,lindsaynic,Bout to pack up the car and be out this ish'! It's gonna feel good to be back in the A. Tho I'll miss sum things I left in the Boro.  
1053993,4,1961833084,Fri May 29 10:06:45 PDT 2009,NO_QUERY,diannhaistart,@ciccariello More than welcome  
571241,0,2208722142,Wed Jun 17 09:32:53 PDT 2009,NO_QUERY,TeaEstelle,morning everyone! def don't wanna work today  doc appt first though then work til four!
1020102,4,1882319026,Fri May 22 06:39:16 PDT 2009,NO_QUERY,tonycardon,@polarelda it's a housing conference. 
746821,0,2283291565,Mon Jun 22 12:26:36 PDT 2009,NO_QUERY,amandacaton,Back in Va Beach   hoping to enjoy the sun before the day's gone.
972534,4,1832596451,Sun May 17 21:05:10 PDT 2009,NO_QUERY,moonbeamstrlite,@ChanelBlueSatin stylish!  Its 5am here... I have no idea how or why I'm still up!
343318,0,2015437153,Wed Jun 03 04:39:45 PDT 2009,NO_QUERY,scottishsteveo,Ohhh... Lego Pig doesn't like me 
215859,0,1975576456,Sat May 30 15:27:06 PDT 2009,NO_QUERY,VaNessaStYLeS,@Morrysn the hills used to be the best reality tv series...until kristin cavalleri came along and lauren left 
1228512,4,1991190682,Mon Jun 01 06:34:39 PDT 2009,NO_QUERY,KiSHEZ,@WillJasper Yes I did design them 
1292969,4,2003129748,Tue Jun 02 05:56:25 PDT 2009,NO_QUERY,Tanya_xO,Time to get rid of the chilli breath 
1525724,4,2176913392,Mon Jun 15 05:02:39 PDT 2009,NO_QUERY,iamkenne,@jabula oh. hmmm. i thought the bdae is wed? celebrate together? lol. we'll talk tml about the plans after 9pm! 
568011,0,2207382704,Wed Jun 17 07:51:54 PDT 2009,NO_QUERY,DominiqueLaurnn,I want to go shoppinggggggg 
297290,0,1997359679,Mon Jun 01 16:42:45 PDT 2009,NO_QUERY,prettylisa,@_runaway_ Wish I could. I'm stuck in the kitchen.  Have fun!
242999,0,1981442898,Sun May 31 09:09:52 PDT 2009,NO_QUERY,katepironti,ran a mile for the first time in a while :] now im dying bc im still sick. @vgarcia87 i have lots of hw too 
1029148,4,1932730511,Tue May 26 22:05:24 PDT 2009,NO_QUERY,HANNAHBANANA25,@Lloyd_YG..Good handsome and the rest of crew! 
120414,0,1833094178,Sun May 17 22:16:31 PDT 2009,NO_QUERY,soozen,why must an earthquake happen when I'm playing tennis?  wished i experienced it *pout*
819241,4,1553335916,Sat Apr 18 13:59:42 PDT 2009,NO_QUERY,chantexperience,is going to start her morning daimoku 
140663,0,1881087041,Fri May 22 03:33:22 PDT 2009,NO_QUERY,hotvogue,"I've gone through all my fashion mags even old ones, I'm a little bored "
406993,0,2059065083,Sat Jun 06 16:10:36 PDT 2009,NO_QUERY,peanut_butter,@mswedowsky @AlexandraSar doh! i was looking for both of you. shoot. i'm sorry bc I missed seeing your stuff 
985092,4,1834444932,Mon May 18 02:57:51 PDT 2009,NO_QUERY,j3nna,I dropped by the office earlier today. I bought Krispy Kreme for them as a thank you. They were happily surprised when I entered the rm. 
182097,0,1967056690,Fri May 29 18:53:42 PDT 2009,NO_QUERY,Soasa,"@littleblackbox That sucks, but sounds like she didn't handle her business. 2-3hrs of emails and PayPal refunds could have saved it. "
442088,0,2067179719,Sun Jun 07 11:53:32 PDT 2009,NO_QUERY,Sweetybird20,Just back n from allihies! Da micheal dwyer festival is on! Really wish i cud hav stayed out 
157737,0,1956445054,Thu May 28 21:53:39 PDT 2009,NO_QUERY,katiebisson,@selenagomez  sad to hear that.
427751,0,2063794879,Sun Jun 07 04:06:09 PDT 2009,NO_QUERY,natasya_putri,"all day long @ home..wanna go out, but don't know where..and with whoo "
400280,0,2057369250,Sat Jun 06 12:52:34 PDT 2009,NO_QUERY,cleotie,"time check: 3:51 AM and I'm still awake. Oh I hate the the word &quot;analysis&quot; now. Me wants to get some sleep, but I can't. "
15031,0,1553955549,Sat Apr 18 15:40:17 PDT 2009,NO_QUERY,krystlerb,"@laura_thompson no, cause I hate beer. I love Framboise, though! I'm apparently an alcohol snob. "
209584,0,1974014236,Sat May 30 12:16:14 PDT 2009,NO_QUERY,Nova_x3h,@FaDiiNg_aWaY_x I'm completely strapped for cash at the moment. I won't have any for some time 
1117913,4,1973503509,Sat May 30 11:16:35 PDT 2009,NO_QUERY,sashasi,"bliping, again.  http://blip.fm/sashasi"
587984,0,2216504717,Wed Jun 17 19:34:21 PDT 2009,NO_QUERY,littrellfan20,@bsb96 haha yeah...and plus half of the stuff will end up on like youtube or something..like the videos on the bsb fanclub  #BSB
277856,0,1991380776,Mon Jun 01 06:56:10 PDT 2009,NO_QUERY,maplpro,would like to look at GWT but every time see 'java' feel bad 
1006002,4,1880569883,Fri May 22 01:42:45 PDT 2009,NO_QUERY,violetarchie,"@Lynaarchuleta : I'm from Vietnam, country has the word S on the map "
369490,0,2049890974,Fri Jun 05 17:41:05 PDT 2009,NO_QUERY,valkrye131,"Just went to Macy's.  Nothing I want is on sale, and they were out of the Lancome bonus gift.    Spent $70 bucks anyway.  Stimulus."
1120235,4,1973914018,Sat May 30 12:04:47 PDT 2009,NO_QUERY,mrstharpey,Just got my tan on  sittin at arandas with husband
439868,0,2066554186,Sun Jun 07 10:44:19 PDT 2009,NO_QUERY,LianaLaurie,@Madrid_Girl yeah... I also voted for the european elections... my party lost  and your?
528075,0,2194940069,Tue Jun 16 10:27:50 PDT 2009,NO_QUERY,angele,tonight: MK2 for a third time in a row - thinkin bout subscribing to the illimité... Sheep-izing 
816013,4,1551302606,Sat Apr 18 08:41:40 PDT 2009,NO_QUERY,InTheDark33,@thebleachworks lol oh hun someone must tape him walking you!!!!!! 
1294810,4,2003572709,Tue Jun 02 06:46:36 PDT 2009,NO_QUERY,pepperspollywog,"@greenbaby_nyc Ohh, that sounds cute.  Check out www.pepperspollywogs.com for ideas.  We have circus and kitty ideas...tho not together "
918456,4,1753663029,Sun May 10 02:46:59 PDT 2009,NO_QUERY,Jot123,"flying is falling, getting distracted and missing the ground "
303379,0,1999435750,Mon Jun 01 20:12:48 PDT 2009,NO_QUERY,stella1221,Feeling really disconnected 
168242,0,1962103977,Fri May 29 10:31:43 PDT 2009,NO_QUERY,vanchew,@siiyu she could have been a lost dog  poor girl
1375411,4,2051579886,Fri Jun 05 22:20:25 PDT 2009,NO_QUERY,luv22ballet,watching my favorite t.v. show 
422398,0,2062635866,Sat Jun 06 23:49:27 PDT 2009,NO_QUERY,emilyelinp,@isla_fisher for some reason i cant follow geraldinelopez  but i am following the other person!! ur such an angel ;)
96025,0,1792441241,Wed May 13 23:08:43 PDT 2009,NO_QUERY,wxyandz,"omg, i just flushed my toilet. &amp; it made an odd ass sound as if someone was drowning and screaming at me. WTF. "
1305680,4,2011371108,Tue Jun 02 18:55:06 PDT 2009,NO_QUERY,callmebailey,"Omg,its a the holidays.and im already missin u guys!  hugs!"
771642,0,2302465061,Tue Jun 23 16:50:51 PDT 2009,NO_QUERY,dareeen,"@DreCC bummer  i have a bunch in the garage, js. @grandemarshall i'll call if you'd like me to, it sounded like you were busy."
760373,0,2296724004,Tue Jun 23 09:32:16 PDT 2009,NO_QUERY,SerenGardenxo,"There is a special report going in on my bloody Y&amp;R! As much as I love your president America, i'd like to watch my show "
1543320,4,2181349114,Mon Jun 15 11:42:26 PDT 2009,NO_QUERY,SunSeaPromos,"©•©•©  Brand your business by putting your logo, products &amp; services photos on REAL postage stamps! ••• http://is.gd/12G9R • Cool!  ©•©•©"
353333,0,2032153373,Thu Jun 04 10:50:56 PDT 2009,NO_QUERY,nowsyourchance,i really want to stop being sick. 
523654,0,2193204545,Tue Jun 16 08:08:19 PDT 2009,NO_QUERY,IMlisacowan,@sianhughes_ oh damn  imma go stalk greenly estates :} NOM
265641,0,1988836965,Sun May 31 23:31:09 PDT 2009,NO_QUERY,micheller715,@DinahMaria  maybe one person at a time can make a difference...I sure try w/my 8 y/o!
1319330,4,2014468992,Wed Jun 03 01:38:02 PDT 2009,NO_QUERY,melodisera,@tanyarhh hahahaha. Everyone says im mature for my age and I brighten up a room!  it makes me feel special. 
109573,0,1824597501,Sun May 17 02:04:56 PDT 2009,NO_QUERY,dineshah,Some dark clouds in #indiavotes #indiavotes09 #India #election : vote bank politics and dynastic politics / sycophants still rules. 
213462,0,1975005943,Sat May 30 14:15:04 PDT 2009,NO_QUERY,MacPeter01,2morrow starts the 3 weeks of hell where i have 10 exams and revision every day and night. god help me im gunna need it 
410914,0,2059985184,Sat Jun 06 18:02:01 PDT 2009,NO_QUERY,brianszabelski,"@Div3rse Nooo, just as I was beginning to get mine in order finally. "
583083,0,2214834783,Wed Jun 17 17:17:55 PDT 2009,NO_QUERY,menand,@anilenand Thanks - everyone is feeling better now except @sanatara 
1159879,4,1979382423,Sun May 31 02:48:25 PDT 2009,NO_QUERY,chris_riIey,@tobymoody Can i have a house point for suggesting that the Jerez win would be the making of Bradley...  even more wins to come!!
433884,0,2065065788,Sun Jun 07 07:49:03 PDT 2009,NO_QUERY,jesseyss,aahh!! i got no followers  i hope my firend has one i think im gonna ask her
782766,0,2323744566,Thu Jun 25 01:22:42 PDT 2009,NO_QUERY,ladyliberty666,"@ShoesforGeorgia What's the matter, hun? "
1074651,4,1967021382,Fri May 29 18:49:49 PDT 2009,NO_QUERY,MariamaKiawu,@#myweakness: shoes...chocolate...and really great hugs 
877026,4,1684876419,Sat May 02 22:19:18 PDT 2009,NO_QUERY,petertaylorivt,"&quot;Welcome home asshole&quot;  $1,000,000 to the person who understands that, good luck yall"
251564,0,1983496166,Sun May 31 13:16:02 PDT 2009,NO_QUERY,AubreyFresh,"@MrBigDreams I Wish I Can See That Show (The Wire) , But They Don't Have It In Canada...Well I Don't Think They Do "
241311,0,1981067439,Sun May 31 08:20:28 PDT 2009,NO_QUERY,GrafittiMySoul,Well screw that! Ana Ivanovic out of French Open  not surprised but still very disappointed
1366602,4,2050226737,Fri Jun 05 18:17:36 PDT 2009,NO_QUERY,celenajimenez,so glad its Friday! Now i can sleep in tomorrow  yay!
998958,4,1836354002,Mon May 18 07:50:49 PDT 2009,NO_QUERY,devilishone,"as &quot;promised&quot; yesterday, here's a collage pic of the injuries I acquired yesterday playing street hockey  http://twitpic.com/5feas"
906445,4,1695409878,Mon May 04 06:03:52 PDT 2009,NO_QUERY,sweet_yoshi,I saw nomes on twitter  but I'm still not waking up
590283,0,2217266348,Wed Jun 17 20:37:29 PDT 2009,NO_QUERY,yyacobsg,@witnessamiracle Hi Eunice! It was good! H1N1 cut short my holidays. Back to work tomorrow. 
1013631,4,1881339943,Fri May 22 04:22:18 PDT 2009,NO_QUERY,graycat358,up at 4 a.m. to get joey off to the airport for his return trip home and now can't get back to sleep. what a suck way to end a vacation  
1242785,4,1994315489,Mon Jun 01 11:44:51 PDT 2009,NO_QUERY,Leanne_O,having a niceee cuppa 
480079,0,2179120680,Mon Jun 15 08:40:21 PDT 2009,NO_QUERY,dazedanez,says umuulan ng malakas.. huhu..  i really don't like rain.. gloomy.. http://plurk.com/p/1156u3
883788,4,1686187087,Sun May 03 04:13:16 PDT 2009,NO_QUERY,lily_pearl,looking forward to a fry up 
1305846,4,2011502624,Tue Jun 02 19:07:15 PDT 2009,NO_QUERY,ryanmendoza,two remixes in the pipeline. this should keep me busy for a while 
1170199,4,1980343895,Sun May 31 06:28:00 PDT 2009,NO_QUERY,KrisLaJeunesse,church  then lunch with the family and hopefully some shopping!
411601,0,2060152284,Sat Jun 06 18:21:34 PDT 2009,NO_QUERY,HarvardAvenue,"Turkish GP tomorrow, but on Fox so it will be tape delayed.  It means the chance of me finding out who won before I watch, is high. "
384314,0,2053385413,Sat Jun 06 04:21:57 PDT 2009,NO_QUERY,tigerriry,I miss him so much  sosososo much. I wanna be in sydney
1313822,4,2013830258,Tue Jun 02 23:41:41 PDT 2009,NO_QUERY,mrsvartan,Happy birthday to my dad 
1244650,4,1994861274,Mon Jun 01 12:34:24 PDT 2009,NO_QUERY,FeliFromHell,chatting and watching TV....Multi-tasking rocks 
