,postId,Score,userId,ViewCount,CommentCount,Reputation,Views,UpVotes,DownVotes,outlier_col
29863,88751,2,7290,0,1,37083,5554,8641,125,UpVotes
29864,88842,4,7290,0,0,37083,5554,8641,125,UpVotes
29865,88957,3,7290,0,5,37083,5554,8641,125,UpVotes
29866,89034,12,7290,0,4,37083,5554,8641,125,UpVotes
29867,89215,1,7290,0,0,37083,5554,8641,125,UpVotes
29868,89218,1,7290,0,0,37083,5554,8641,125,UpVotes
29869,89232,0,7290,0,4,37083,5554,8641,125,UpVotes
29870,89296,10,7290,0,0,37083,5554,8641,125,UpVotes
29871,89415,13,7290,0,0,37083,5554,8641,125,UpVotes
29872,89664,3,7290,0,0,37083,5554,8641,125,UpVotes
29873,89778,5,7290,0,0,37083,5554,8641,125,UpVotes
29874,89784,4,7290,0,6,37083,5554,8641,125,UpVotes
29875,89794,9,7290,0,6,37083,5554,8641,125,UpVotes
29876,90034,8,7290,0,7,37083,5554,8641,125,UpVotes
29877,90054,4,7290,0,3,37083,5554,8641,125,UpVotes
29878,90070,3,7290,0,0,37083,5554,8641,125,UpVotes
29879,90075,7,7290,0,2,37083,5554,8641,125,UpVotes
29880,90205,3,7290,0,3,37083,5554,8641,125,UpVotes
29881,90310,4,7290,0,0,37083,5554,8641,125,UpVotes
29882,90559,3,7290,0,0,37083,5554,8641,125,UpVotes
29883,90803,0,7290,0,0,37083,5554,8641,125,UpVotes
29884,90804,0,7290,0,0,37083,5554,8641,125,UpVotes
29885,90894,2,7290,0,2,37083,5554,8641,125,UpVotes
29886,90913,2,7290,0,2,37083,5554,8641,125,UpVotes
29887,90945,0,7290,0,0,37083,5554,8641,125,UpVotes
29888,90946,0,7290,0,0,37083,5554,8641,125,UpVotes
29889,91025,2,7290,0,3,37083,5554,8641,125,UpVotes
29890,91202,3,7290,0,3,37083,5554,8641,125,UpVotes
29891,91314,4,7290,0,3,37083,5554,8641,125,UpVotes
29892,91879,2,7290,0,1,37083,5554,8641,125,UpVotes
29893,91881,11,7290,0,4,37083,5554,8641,125,UpVotes
29894,91947,0,7290,0,1,37083,5554,8641,125,UpVotes
29895,92023,1,7290,0,1,37083,5554,8641,125,UpVotes
29896,92036,0,7290,0,0,37083,5554,8641,125,UpVotes
29897,92037,0,7290,0,0,37083,5554,8641,125,UpVotes
29898,92087,9,7290,0,0,37083,5554,8641,125,UpVotes
29899,92269,0,7290,0,0,37083,5554,8641,125,UpVotes
29900,92270,0,7290,0,0,37083,5554,8641,125,UpVotes
29901,92318,0,7290,0,0,37083,5554,8641,125,UpVotes
29902,92319,0,7290,0,0,37083,5554,8641,125,UpVotes
29903,92484,0,7290,0,1,37083,5554,8641,125,UpVotes
29904,92488,0,7290,0,0,37083,5554,8641,125,UpVotes
29905,92489,0,7290,0,0,37083,5554,8641,125,UpVotes
29906,92688,6,7290,0,0,37083,5554,8641,125,UpVotes
29907,92863,2,7290,0,9,37083,5554,8641,125,UpVotes
29908,92906,3,7290,0,5,37083,5554,8641,125,UpVotes
29909,93049,0,7290,0,0,37083,5554,8641,125,UpVotes
29910,93050,0,7290,0,0,37083,5554,8641,125,UpVotes
29911,93124,2,7290,0,0,37083,5554,8641,125,UpVotes
29912,93185,0,7290,0,0,37083,5554,8641,125,UpVotes
29913,93186,0,7290,0,0,37083,5554,8641,125,UpVotes
29914,93391,3,7290,0,0,37083,5554,8641,125,UpVotes
29915,93465,12,7290,0,1,37083,5554,8641,125,UpVotes
29916,93738,0,7290,0,0,37083,5554,8641,125,UpVotes
29917,93739,0,7290,0,0,37083,5554,8641,125,UpVotes
29918,93747,3,7290,0,0,37083,5554,8641,125,UpVotes
29919,93758,3,7290,0,0,37083,5554,8641,125,UpVotes
29920,93888,2,7290,0,3,37083,5554,8641,125,UpVotes
29921,94014,2,7290,0,2,37083,5554,8641,125,UpVotes
29922,94021,3,7290,0,2,37083,5554,8641,125,UpVotes
29923,94079,9,7290,0,5,37083,5554,8641,125,UpVotes
29924,94085,6,7290,0,2,37083,5554,8641,125,UpVotes
29925,94138,11,7290,0,4,37083,5554,8641,125,UpVotes
29926,94165,1,7290,0,1,37083,5554,8641,125,UpVotes
29927,94409,1,7290,0,2,37083,5554,8641,125,UpVotes
29928,94461,3,7290,0,0,37083,5554,8641,125,UpVotes
29929,94592,1,7290,0,0,37083,5554,8641,125,UpVotes
29930,94611,1,7290,0,2,37083,5554,8641,125,UpVotes
29931,94625,4,7290,0,6,37083,5554,8641,125,UpVotes
29932,94702,3,7290,0,3,37083,5554,8641,125,UpVotes
29933,94766,5,7290,0,0,37083,5554,8641,125,UpVotes
29934,94768,1,7290,0,6,37083,5554,8641,125,UpVotes
29935,94801,2,7290,0,0,37083,5554,8641,125,UpVotes
29936,94920,3,7290,0,0,37083,5554,8641,125,UpVotes
29937,95266,3,7290,0,9,37083,5554,8641,125,UpVotes
29938,95410,6,7290,0,0,37083,5554,8641,125,UpVotes
29939,95542,2,7290,0,1,37083,5554,8641,125,UpVotes
29940,95756,1,7290,0,3,37083,5554,8641,125,UpVotes
29941,95835,2,7290,0,2,37083,5554,8641,125,UpVotes
29942,95902,2,7290,0,0,37083,5554,8641,125,UpVotes
29943,95975,2,7290,0,3,37083,5554,8641,125,UpVotes
29944,96107,3,7290,0,6,37083,5554,8641,125,UpVotes
29945,96183,1,7290,0,0,37083,5554,8641,125,UpVotes
29946,96472,2,7290,0,3,37083,5554,8641,125,UpVotes
29947,96485,10,7290,0,2,37083,5554,8641,125,UpVotes
29948,96923,1,7290,0,5,37083,5554,8641,125,UpVotes
29949,96929,1,7290,0,1,37083,5554,8641,125,UpVotes
29950,96997,2,7290,0,3,37083,5554,8641,125,UpVotes
29951,97135,2,7290,0,5,37083,5554,8641,125,UpVotes
29952,97498,2,7290,0,0,37083,5554,8641,125,UpVotes
29953,97730,2,7290,0,4,37083,5554,8641,125,UpVotes
29954,97743,5,7290,0,2,37083,5554,8641,125,UpVotes
29955,97749,1,7290,0,13,37083,5554,8641,125,UpVotes
29956,97788,1,7290,0,0,37083,5554,8641,125,UpVotes
29957,98981,3,7290,0,2,37083,5554,8641,125,UpVotes
29958,99032,1,7290,0,0,37083,5554,8641,125,UpVotes
29959,99073,3,7290,0,3,37083,5554,8641,125,UpVotes
29960,99339,1,7290,0,0,37083,5554,8641,125,UpVotes
29961,99340,0,7290,0,0,37083,5554,8641,125,UpVotes
29962,99341,0,7290,0,0,37083,5554,8641,125,UpVotes
29963,99390,1,7290,0,6,37083,5554,8641,125,UpVotes
29964,99408,7,7290,0,4,37083,5554,8641,125,UpVotes
29965,99426,5,7290,0,1,37083,5554,8641,125,UpVotes
29966,99597,0,7290,0,0,37083,5554,8641,125,UpVotes
29967,99598,0,7290,0,0,37083,5554,8641,125,UpVotes
29968,99646,8,7290,0,0,37083,5554,8641,125,UpVotes
29969,99780,5,7290,0,10,37083,5554,8641,125,UpVotes
29970,99830,2,7290,0,2,37083,5554,8641,125,UpVotes
29971,99926,5,7290,0,6,37083,5554,8641,125,UpVotes
29972,100272,4,7290,0,0,37083,5554,8641,125,UpVotes
29973,100286,3,7290,0,0,37083,5554,8641,125,UpVotes
29974,100383,9,7290,0,0,37083,5554,8641,125,UpVotes
29975,100402,6,7290,0,1,37083,5554,8641,125,UpVotes
29976,100410,5,7290,0,0,37083,5554,8641,125,UpVotes
29977,100730,1,7290,0,0,37083,5554,8641,125,UpVotes
29978,100805,1,7290,0,0,37083,5554,8641,125,UpVotes
29979,100818,2,7290,0,1,37083,5554,8641,125,UpVotes
29980,100938,4,7290,0,2,37083,5554,8641,125,UpVotes
29981,101071,3,7290,0,1,37083,5554,8641,125,UpVotes
29982,101224,2,7290,0,4,37083,5554,8641,125,UpVotes
29983,101387,3,7290,0,0,37083,5554,8641,125,UpVotes
29984,101493,3,7290,0,8,37083,5554,8641,125,UpVotes
29985,101552,1,7290,0,0,37083,5554,8641,125,UpVotes
29986,101556,2,7290,0,2,37083,5554,8641,125,UpVotes
29987,102636,1,7290,0,1,37083,5554,8641,125,UpVotes
29988,102727,1,7290,0,8,37083,5554,8641,125,UpVotes
29989,102737,8,7290,0,2,37083,5554,8641,125,UpVotes
29990,102905,3,7290,0,2,37083,5554,8641,125,UpVotes
29991,103011,4,7290,0,0,37083,5554,8641,125,UpVotes
29992,103047,0,7290,0,2,37083,5554,8641,125,UpVotes
29993,103159,14,7290,0,0,37083,5554,8641,125,UpVotes
29994,103173,1,7290,0,12,37083,5554,8641,125,UpVotes
29995,103198,1,7290,0,0,37083,5554,8641,125,UpVotes
29996,103289,0,7290,0,0,37083,5554,8641,125,UpVotes
29997,103290,0,7290,0,0,37083,5554,8641,125,UpVotes
29998,103297,1,7290,0,0,37083,5554,8641,125,UpVotes
29999,103457,2,7290,0,0,37083,5554,8641,125,UpVotes
30000,103467,3,7290,0,3,37083,5554,8641,125,UpVotes
30001,103507,2,7290,0,0,37083,5554,8641,125,UpVotes
30002,103577,3,7290,0,0,37083,5554,8641,125,UpVotes
30003,104063,1,7290,0,2,37083,5554,8641,125,UpVotes
30004,104338,10,7290,0,6,37083,5554,8641,125,UpVotes
30005,104413,3,7290,0,0,37083,5554,8641,125,UpVotes
30006,105079,2,7290,0,0,37083,5554,8641,125,UpVotes
30007,105293,5,7290,0,10,37083,5554,8641,125,UpVotes
30008,105307,4,7290,0,0,37083,5554,8641,125,UpVotes
30009,105828,7,7290,0,0,37083,5554,8641,125,UpVotes
30010,107525,5,7290,0,1,37083,5554,8641,125,UpVotes
30011,108114,4,7290,0,0,37083,5554,8641,125,UpVotes
30012,108241,1,7290,0,0,37083,5554,8641,125,UpVotes
30013,108521,2,7290,0,0,37083,5554,8641,125,UpVotes
30014,108596,2,7290,0,0,37083,5554,8641,125,UpVotes
30015,108722,1,7290,0,0,37083,5554,8641,125,UpVotes
30016,108729,4,7290,0,2,37083,5554,8641,125,UpVotes
30017,109454,2,7290,0,0,37083,5554,8641,125,UpVotes
30018,109740,2,7290,0,2,37083,5554,8641,125,UpVotes
30019,109917,0,7290,0,0,37083,5554,8641,125,UpVotes
30020,110195,5,7290,0,8,37083,5554,8641,125,UpVotes
30021,110297,3,7290,0,4,37083,5554,8641,125,UpVotes
30022,110471,3,7290,0,3,37083,5554,8641,125,UpVotes
30023,110477,5,7290,0,0,37083,5554,8641,125,UpVotes
30024,111304,6,7290,0,4,37083,5554,8641,125,UpVotes
30025,111403,2,7290,0,0,37083,5554,8641,125,UpVotes
30026,111608,5,7290,0,11,37083,5554,8641,125,UpVotes
30027,112011,3,7290,0,0,37083,5554,8641,125,UpVotes
30028,112509,2,7290,0,3,37083,5554,8641,125,UpVotes
30029,112542,4,7290,0,0,37083,5554,8641,125,UpVotes
30030,112674,1,7290,0,0,37083,5554,8641,125,UpVotes
30031,112678,1,7290,0,0,37083,5554,8641,125,UpVotes
30032,112820,1,7290,0,10,37083,5554,8641,125,UpVotes
30033,112949,2,7290,0,4,37083,5554,8641,125,UpVotes
30034,113054,3,7290,0,7,37083,5554,8641,125,UpVotes
30035,113059,6,7290,0,0,37083,5554,8641,125,UpVotes
30036,113061,1,7290,0,0,37083,5554,8641,125,UpVotes
30037,113634,3,7290,0,0,37083,5554,8641,125,UpVotes
30038,113649,3,7290,0,2,37083,5554,8641,125,UpVotes
30039,113653,0,7290,0,2,37083,5554,8641,125,UpVotes
30040,114664,13,7290,0,1,37083,5554,8641,125,UpVotes
30041,115125,2,7290,0,1,37083,5554,8641,125,UpVotes
30042,115159,3,7290,0,0,37083,5554,8641,125,UpVotes
30043,115289,1,7290,0,1,37083,5554,8641,125,UpVotes
30044,115318,0,7290,0,0,37083,5554,8641,125,UpVotes
30045,115329,2,7290,0,0,37083,5554,8641,125,UpVotes
30046,115353,0,7290,0,0,37083,5554,8641,125,UpVotes
30778,14919,4,6029,0,0,5837,638,3481,40,UpVotes
30779,17259,1,6029,0,0,5837,638,3481,40,UpVotes
30780,23930,3,6029,0,2,5837,638,3481,40,UpVotes
30781,23953,2,6029,0,2,5837,638,3481,40,UpVotes
30782,24319,4,6029,0,0,5837,638,3481,40,UpVotes
30783,24430,3,6029,0,7,5837,638,3481,40,UpVotes
30784,24686,1,6029,0,0,5837,638,3481,40,UpVotes
30785,24841,17,6029,0,3,5837,638,3481,40,UpVotes
30786,25152,6,6029,0,1,5837,638,3481,40,UpVotes
30787,26753,1,6029,0,0,5837,638,3481,40,UpVotes
30788,43657,1,6029,0,0,5837,638,3481,40,UpVotes
30789,43778,3,6029,0,1,5837,638,3481,40,UpVotes
30790,44580,1,6029,0,3,5837,638,3481,40,UpVotes
30791,45275,2,6029,0,4,5837,638,3481,40,UpVotes
30792,45279,3,6029,0,2,5837,638,3481,40,UpVotes
30793,45281,1,6029,0,0,5837,638,3481,40,UpVotes
30794,45827,11,6029,0,2,5837,638,3481,40,UpVotes
30795,47439,2,6029,0,4,5837,638,3481,40,UpVotes
30796,47941,2,6029,0,0,5837,638,3481,40,UpVotes
30797,56293,1,6029,0,0,5837,638,3481,40,UpVotes
30798,56445,9,6029,0,3,5837,638,3481,40,UpVotes
30799,56454,2,6029,0,1,5837,638,3481,40,UpVotes
30800,56955,1,6029,0,1,5837,638,3481,40,UpVotes
30801,57247,1,6029,0,1,5837,638,3481,40,UpVotes
30802,57561,2,6029,0,3,5837,638,3481,40,UpVotes
30803,57833,3,6029,0,0,5837,638,3481,40,UpVotes
30804,57846,1,6029,0,1,5837,638,3481,40,UpVotes
30805,57896,1,6029,0,0,5837,638,3481,40,UpVotes
30806,57992,3,6029,0,0,5837,638,3481,40,UpVotes
30807,58005,2,6029,0,4,5837,638,3481,40,UpVotes
30808,58091,2,6029,0,1,5837,638,3481,40,UpVotes
30809,58267,1,6029,0,1,5837,638,3481,40,UpVotes
30810,58337,2,6029,0,1,5837,638,3481,40,UpVotes
30811,58388,4,6029,0,0,5837,638,3481,40,UpVotes
30812,58453,5,6029,0,0,5837,638,3481,40,UpVotes
30813,58634,1,6029,0,0,5837,638,3481,40,UpVotes
30814,58834,1,6029,0,2,5837,638,3481,40,UpVotes
30815,58836,3,6029,0,3,5837,638,3481,40,UpVotes
30816,58976,2,6029,0,0,5837,638,3481,40,UpVotes
30817,59186,3,6029,0,2,5837,638,3481,40,UpVotes
30818,59804,4,6029,0,0,5837,638,3481,40,UpVotes
30819,60044,2,6029,0,0,5837,638,3481,40,UpVotes
30820,60236,2,6029,0,2,5837,638,3481,40,UpVotes
30821,60320,0,6029,0,1,5837,638,3481,40,UpVotes
30822,60338,2,6029,0,3,5837,638,3481,40,UpVotes
30823,60406,4,6029,0,1,5837,638,3481,40,UpVotes
30824,60437,5,6029,0,0,5837,638,3481,40,UpVotes
30825,60518,0,6029,0,0,5837,638,3481,40,UpVotes
30826,61027,11,6029,0,9,5837,638,3481,40,UpVotes
30827,61095,1,6029,0,1,5837,638,3481,40,UpVotes
30828,61278,4,6029,0,3,5837,638,3481,40,UpVotes
30829,61339,1,6029,0,0,5837,638,3481,40,UpVotes
30830,61340,3,6029,0,0,5837,638,3481,40,UpVotes
30831,61646,1,6029,0,1,5837,638,3481,40,UpVotes
30832,61685,1,6029,0,1,5837,638,3481,40,UpVotes
30833,61736,1,6029,0,5,5837,638,3481,40,UpVotes
30834,61748,1,6029,0,0,5837,638,3481,40,UpVotes
30835,61813,2,6029,0,4,5837,638,3481,40,UpVotes
30836,61816,1,6029,0,3,5837,638,3481,40,UpVotes
30837,61838,14,6029,0,2,5837,638,3481,40,UpVotes
30838,61846,3,6029,0,3,5837,638,3481,40,UpVotes
30839,61862,1,6029,0,1,5837,638,3481,40,UpVotes
30840,61904,1,6029,0,6,5837,638,3481,40,UpVotes
30841,61909,3,6029,0,6,5837,638,3481,40,UpVotes
30842,61942,1,6029,0,0,5837,638,3481,40,UpVotes
30843,61953,2,6029,0,0,5837,638,3481,40,UpVotes
30844,61969,5,6029,0,1,5837,638,3481,40,UpVotes
30845,62072,2,6029,0,0,5837,638,3481,40,UpVotes
30846,62103,2,6029,0,1,5837,638,3481,40,UpVotes
30847,62218,1,6029,0,2,5837,638,3481,40,UpVotes
30848,62446,1,6029,0,0,5837,638,3481,40,UpVotes
30849,62456,2,6029,0,0,5837,638,3481,40,UpVotes
30850,62474,4,6029,0,4,5837,638,3481,40,UpVotes
30851,62614,5,6029,0,2,5837,638,3481,40,UpVotes
30852,62626,12,6029,0,1,5837,638,3481,40,UpVotes
30853,62652,1,6029,0,0,5837,638,3481,40,UpVotes
30854,62662,0,6029,0,0,5837,638,3481,40,UpVotes
30855,62702,3,6029,0,3,5837,638,3481,40,UpVotes
30856,62703,1,6029,0,1,5837,638,3481,40,UpVotes
30857,62710,0,6029,0,6,5837,638,3481,40,UpVotes
30858,62713,3,6029,0,0,5837,638,3481,40,UpVotes
30859,62779,3,6029,0,4,5837,638,3481,40,UpVotes
30860,62874,6,6029,0,0,5837,638,3481,40,UpVotes
30861,62952,8,6029,0,6,5837,638,3481,40,UpVotes
30862,62970,9,6029,0,2,5837,638,3481,40,UpVotes
30863,63060,2,6029,0,2,5837,638,3481,40,UpVotes
30864,63119,1,6029,0,0,5837,638,3481,40,UpVotes
30865,63123,2,6029,0,1,5837,638,3481,40,UpVotes
30866,63139,1,6029,0,1,5837,638,3481,40,UpVotes
30867,63151,4,6029,0,2,5837,638,3481,40,UpVotes
30868,63328,2,6029,0,2,5837,638,3481,40,UpVotes
30869,63401,4,6029,0,4,5837,638,3481,40,UpVotes
30870,63428,2,6029,0,2,5837,638,3481,40,UpVotes
30871,63432,2,6029,0,1,5837,638,3481,40,UpVotes
30872,63437,2,6029,0,4,5837,638,3481,40,UpVotes
30873,63478,5,6029,0,0,5837,638,3481,40,UpVotes
30874,63560,5,6029,0,2,5837,638,3481,40,UpVotes
30875,63574,2,6029,0,1,5837,638,3481,40,UpVotes
30876,63608,2,6029,0,4,5837,638,3481,40,UpVotes
30877,63612,1,6029,0,11,5837,638,3481,40,UpVotes
30878,63633,2,6029,0,7,5837,638,3481,40,UpVotes
30879,63638,1,6029,0,2,5837,638,3481,40,UpVotes
30880,63668,5,6029,0,5,5837,638,3481,40,UpVotes
30881,63914,1,6029,0,0,5837,638,3481,40,UpVotes
30882,64013,5,6029,0,12,5837,638,3481,40,UpVotes
30883,64086,1,6029,0,11,5837,638,3481,40,UpVotes
30884,64090,2,6029,0,2,5837,638,3481,40,UpVotes
30885,64115,3,6029,0,5,5837,638,3481,40,UpVotes
30886,64393,3,6029,0,2,5837,638,3481,40,UpVotes
30887,64447,6,6029,0,3,5837,638,3481,40,UpVotes
30888,64462,2,6029,0,8,5837,638,3481,40,UpVotes
30889,64465,1,6029,0,0,5837,638,3481,40,UpVotes
30890,64486,6,6029,0,0,5837,638,3481,40,UpVotes
30891,64559,0,6029,0,0,5837,638,3481,40,UpVotes
30892,64619,1,6029,0,3,5837,638,3481,40,UpVotes
30893,64682,6,6029,0,2,5837,638,3481,40,UpVotes
30894,64706,4,6029,0,1,5837,638,3481,40,UpVotes
30895,64760,5,6029,0,3,5837,638,3481,40,UpVotes
30896,64772,2,6029,0,1,5837,638,3481,40,UpVotes
30897,64872,1,6029,0,0,5837,638,3481,40,UpVotes
30898,64937,2,6029,0,0,5837,638,3481,40,UpVotes
30899,64940,1,6029,0,4,5837,638,3481,40,UpVotes
30900,64956,3,6029,0,2,5837,638,3481,40,UpVotes
30901,65031,2,6029,0,3,5837,638,3481,40,UpVotes
30902,65087,4,6029,0,0,5837,638,3481,40,UpVotes
30903,65102,1,6029,0,15,5837,638,3481,40,UpVotes
30904,65394,5,6029,0,2,5837,638,3481,40,UpVotes
30905,65429,2,6029,0,11,5837,638,3481,40,UpVotes
30906,65436,2,6029,0,0,5837,638,3481,40,UpVotes
30907,65540,1,6029,0,4,5837,638,3481,40,UpVotes
30908,65596,5,6029,0,3,5837,638,3481,40,UpVotes
30909,65749,3,6029,0,0,5837,638,3481,40,UpVotes
30910,65881,19,6029,0,5,5837,638,3481,40,UpVotes
30911,65920,7,6029,0,1,5837,638,3481,40,UpVotes
30912,65926,2,6029,0,0,5837,638,3481,40,UpVotes
30913,65931,1,6029,0,0,5837,638,3481,40,UpVotes
30914,65945,8,6029,0,0,5837,638,3481,40,UpVotes
30915,65996,2,6029,0,1,5837,638,3481,40,UpVotes
30916,66096,1,6029,0,0,5837,638,3481,40,UpVotes
30917,66101,5,6029,0,3,5837,638,3481,40,UpVotes
30918,66221,2,6029,0,1,5837,638,3481,40,UpVotes
30919,66340,1,6029,0,0,5837,638,3481,40,UpVotes
30920,66351,4,6029,0,6,5837,638,3481,40,UpVotes
30921,66453,5,6029,0,0,5837,638,3481,40,UpVotes
30922,66485,2,6029,0,1,5837,638,3481,40,UpVotes
30923,66628,2,6029,0,0,5837,638,3481,40,UpVotes
30924,66629,2,6029,0,4,5837,638,3481,40,UpVotes
30925,66729,1,6029,0,0,5837,638,3481,40,UpVotes
30926,66779,7,6029,0,2,5837,638,3481,40,UpVotes
30927,66821,4,6029,0,0,5837,638,3481,40,UpVotes
30928,69026,0,6029,0,0,5837,638,3481,40,UpVotes
30929,69366,1,6029,0,0,5837,638,3481,40,UpVotes
30930,69837,2,6029,0,0,5837,638,3481,40,UpVotes
30931,70299,9,6029,0,5,5837,638,3481,40,UpVotes
30932,107771,3,6029,0,3,5837,638,3481,40,UpVotes
31664,15954,12,5594,0,0,2091,233,2923,14,UpVotes
31665,17092,1,5594,0,8,2091,233,2923,14,UpVotes
31666,17097,2,5594,0,3,2091,233,2923,14,UpVotes
31667,17210,2,5594,0,3,2091,233,2923,14,UpVotes
31668,17253,14,5594,0,0,2091,233,2923,14,UpVotes
31669,17299,2,5594,0,3,2091,233,2923,14,UpVotes
31670,17403,23,5594,0,5,2091,233,2923,14,UpVotes
31671,17414,3,5594,0,1,2091,233,2923,14,UpVotes
31672,17545,31,5594,0,6,2091,233,2923,14,UpVotes
31673,17606,31,5594,0,11,2091,233,2923,14,UpVotes
31674,17707,7,5594,0,13,2091,233,2923,14,UpVotes
31675,17715,3,5594,0,1,2091,233,2923,14,UpVotes
31676,18003,3,5594,0,1,2091,233,2923,14,UpVotes
31677,18041,1,5594,0,0,2091,233,2923,14,UpVotes
31678,18756,7,5594,0,9,2091,233,2923,14,UpVotes
31679,19121,5,5594,0,7,2091,233,2923,14,UpVotes
31680,19148,9,5594,0,2,2091,233,2923,14,UpVotes
31681,19168,3,5594,0,2,2091,233,2923,14,UpVotes
31682,19656,3,5594,0,2,2091,233,2923,14,UpVotes
31683,21126,0,5594,0,0,2091,233,2923,14,UpVotes
31684,21128,4,5594,0,0,2091,233,2923,14,UpVotes
31685,21351,16,5594,0,1,2091,233,2923,14,UpVotes
31686,22712,15,5594,0,1,2091,233,2923,14,UpVotes
34056,18529,5,2981,0,0,1091,84,915,1,UpVotes
34057,18531,5,2981,0,1,1091,84,915,1,UpVotes
34058,18595,16,2981,5011,2,1091,84,915,1,UpVotes
34059,18639,16,2981,0,0,1091,84,915,1,UpVotes
34060,18959,3,2981,0,5,1091,84,915,1,UpVotes
34061,28531,0,2981,0,0,1091,84,915,1,UpVotes
34062,28532,0,2981,0,0,1091,84,915,1,UpVotes
34063,30019,7,2981,0,1,1091,84,915,1,UpVotes
34064,30310,4,2981,0,0,1091,84,915,1,UpVotes
34065,30538,4,2981,0,1,1091,84,915,1,UpVotes
34066,30548,13,2981,0,2,1091,84,915,1,UpVotes
34067,30675,4,2981,0,0,1091,84,915,1,UpVotes
34068,30696,3,2981,0,5,1091,84,915,1,UpVotes
34069,30777,1,2981,0,0,1091,84,915,1,UpVotes
34070,30956,6,2981,0,1,1091,84,915,1,UpVotes
34071,32114,2,2981,0,1,1091,84,915,1,UpVotes
34072,33895,21,2981,0,8,1091,84,915,1,UpVotes
37528,20787,4,8413,0,0,4193,462,2319,22,UpVotes
37529,20821,1,8413,0,2,4193,462,2319,22,UpVotes
37530,20828,3,8413,0,5,4193,462,2319,22,UpVotes
37531,20830,2,8413,0,5,4193,462,2319,22,UpVotes
37532,20887,3,8413,0,2,4193,462,2319,22,UpVotes
37533,20955,4,8413,0,2,4193,462,2319,22,UpVotes
37534,24443,9,8413,0,3,4193,462,2319,22,UpVotes
37535,24715,6,8413,0,1,4193,462,2319,22,UpVotes
37536,25443,5,8413,0,5,4193,462,2319,22,UpVotes
37537,25812,29,8413,0,3,4193,462,2319,22,UpVotes
37538,26080,7,8413,0,6,4193,462,2319,22,UpVotes
37539,26478,12,8413,0,2,4193,462,2319,22,UpVotes
37540,26542,3,8413,0,0,4193,462,2319,22,UpVotes
37541,27015,8,8413,0,7,4193,462,2319,22,UpVotes
37542,27493,3,8413,0,0,4193,462,2319,22,UpVotes
37543,27496,9,8413,0,2,4193,462,2319,22,UpVotes
37544,27834,6,8413,0,3,4193,462,2319,22,UpVotes
37545,27866,5,8413,0,1,4193,462,2319,22,UpVotes
37546,27868,3,8413,0,1,4193,462,2319,22,UpVotes
37547,28131,1,8413,0,0,4193,462,2319,22,UpVotes
37548,28181,4,8413,0,0,4193,462,2319,22,UpVotes
37549,28357,5,8413,0,1,4193,462,2319,22,UpVotes
37550,28568,8,8413,0,5,4193,462,2319,22,UpVotes
37551,29724,7,8413,0,0,4193,462,2319,22,UpVotes
37552,30690,2,8413,0,4,4193,462,2319,22,UpVotes
37553,30855,3,8413,0,3,4193,462,2319,22,UpVotes
37554,30996,9,8413,0,2,4193,462,2319,22,UpVotes
37555,32350,12,8413,0,8,4193,462,2319,22,UpVotes
37556,32621,9,8413,0,2,4193,462,2319,22,UpVotes
37557,34957,3,8413,0,7,4193,462,2319,22,UpVotes
37558,35419,2,8413,0,1,4193,462,2319,22,UpVotes
37559,35468,7,8413,0,0,4193,462,2319,22,UpVotes
37560,35542,2,8413,0,0,4193,462,2319,22,UpVotes
37561,38604,4,8413,0,1,4193,462,2319,22,UpVotes
37562,38876,1,8413,0,3,4193,462,2319,22,UpVotes
37563,39253,1,8413,0,3,4193,462,2319,22,UpVotes
37564,40600,8,8413,0,0,4193,462,2319,22,UpVotes
37565,40880,19,8413,0,7,4193,462,2319,22,UpVotes
37566,41736,8,8413,0,0,4193,462,2319,22,UpVotes
37567,41809,2,8413,0,2,4193,462,2319,22,UpVotes
37568,43789,7,8413,0,4,4193,462,2319,22,UpVotes
37569,44233,1,8413,0,3,4193,462,2319,22,UpVotes
37570,45035,3,8413,0,0,4193,462,2319,22,UpVotes
37571,47523,14,8413,0,1,4193,462,2319,22,UpVotes
37572,47818,7,8413,0,1,4193,462,2319,22,UpVotes
37573,51534,7,8413,0,1,4193,462,2319,22,UpVotes
37574,53230,5,8413,0,2,4193,462,2319,22,UpVotes
37575,61245,10,8413,0,6,4193,462,2319,22,UpVotes
37576,63502,15,8413,0,3,4193,462,2319,22,UpVotes
37577,66593,8,8413,0,0,4193,462,2319,22,UpVotes
37578,69222,3,8413,0,1,4193,462,2319,22,UpVotes
37579,70581,25,8413,0,14,4193,462,2319,22,UpVotes
37580,71936,6,8413,0,2,4193,462,2319,22,UpVotes
37581,78568,3,8413,0,0,4193,462,2319,22,UpVotes
37582,95311,3,8413,0,5,4193,462,2319,22,UpVotes
37583,105933,5,8413,0,3,4193,462,2319,22,UpVotes
37584,107659,0,8413,0,0,4193,462,2319,22,UpVotes
37585,107669,4,8413,0,7,4193,462,2319,22,UpVotes
37586,108301,1,8413,0,0,4193,462,2319,22,UpVotes
37587,113479,1,8413,0,1,4193,462,2319,22,UpVotes
37686,21002,3,7972,1182,2,11631,1050,1230,187,UpVotes
37687,21139,1,7972,847,1,11631,1050,1230,187,UpVotes
37688,21200,1,7972,0,2,11631,1050,1230,187,UpVotes
37689,21201,4,7972,0,6,11631,1050,1230,187,UpVotes
37690,21202,2,7972,0,3,11631,1050,1230,187,UpVotes
